,heads,tails
2698,1514732,887151
2699,1684415,1590715
2700,1594590,1005757
2701,1574460,1577095
2702,1113169,1402829
2703,1566972,1208208
2704,1600750,855931
2705,1655349,1102541
2706,1353283,882796
2707,1125345,54187
2708,1142701,1527355
2709,1342514,1644742
2710,867347,1014920
2711,1046025,68709
2712,907045,1482912
2713,109657,1492658
2714,804753,1618696
2715,1109546,1591890
2716,1603669,1577445
2717,945983,933974
2718,1134982,1095073
2719,102198,1505367
2720,860131,79958
2721,1578422,1126234
2722,42682,1467154
2723,56679,1017793
2724,1619227,1273441
2725,1575142,1505497
2726,1396877,1437517
2727,1417663,1359841
2728,791907,1586372
2729,1506503,106535
2730,889971,1013857
2731,1669792,1445109
2732,1171162,24545
2733,1626937,1114995
2734,1099132,1560327
2735,1596946,1606498
2736,1598665,1339970
2737,1045544,887343
2738,60977,949157
2739,1040161,65312
2740,68622,1431766
2741,1011290,1063104
2742,789933,40888
2743,46207,39020
2744,1567520,1353406
2745,1613895,824142
2746,1672255,1550603
2747,1020416,1069996
2748,1666947,1527541
2749,1553404,1692115
2750,1364954,1569391
2751,1499912,39311
2752,1347185,1379785
2753,890066,1560327
2754,1648439,1497645
2755,1425205,1616262
2756,707549,836106
2757,822416,18532
2758,1372612,924642
2759,1314223,1560672
2760,1600125,871344
2761,1561660,1395864
2762,1588272,1133798
2763,927761,855787
2764,1390844,1289496
2765,884363,709804
2766,898293,1494413
2767,1620928,916365
2768,1528061,93859
2769,1348362,1348911
2770,1414953,1391933
2771,1124610,930885
2772,1677913,1065087
2773,1500123,730255
2774,1366340,70793
2775,78003,1327811
2776,1015780,924901
2777,1392363,879575
2778,1415684,1070789
2779,276283,1668224
2780,785819,98752
2781,1654281,1625123
2782,78311,1487198
2783,14272,881464
2784,891106,946924
2785,1053112,1482912
2786,706863,1373853
2787,1283337,1420783
2788,1158659,931059
2789,1365216,1517681
2790,844059,1364479
2791,353230,1388195
2792,1424929,1045810
2793,1573097,875045
2794,1337182,1158114
2795,1557668,1502629
2796,1036960,58361
2797,1522690,880984
2798,1509589,1619511
2799,203077,727672
2800,1324189,1645026
2801,1638449,68589
2802,1655514,1094285
2803,859070,1360565
2804,1108348,700841
2805,1326583,317788
2806,806517,1585898
2807,1001250,892986
2808,276720,215419
2809,1313275,1487952
2810,1031623,1433270
2811,1096385,1678463
2812,1497188,1555017
2813,1652031,1334699
2814,765207,1558013
2815,1015780,1597892
2816,701719,1091539
2817,1622345,1409431
2818,1600438,857855
2819,932628,1668738
2820,1645873,1557746
2821,1057083,1622822
2822,1494162,1602409
2823,1285543,65270
2824,1528849,823768
2825,719494,1402453
2826,1619558,1666962
2827,1441634,1054374
2828,6879,768835
2829,777491,1089063
2830,1510891,828916
2831,1053374,1098009
2832,1136294,1637761
2833,1576018,1417398
2834,1284812,1577134
2835,1425287,1025835
2836,1624794,1634293
2837,320017,1606180
2838,1353633,1515115
2839,1532882,1057352
2840,909494,1442101
2841,1688957,1625288
2842,1553326,21076
2843,1562463,5272
2844,1364397,1083848
2845,1620305,1043186
2846,1168455,1061027
2847,1679426,1574097
2848,1158659,1652201
2849,1553734,880285
2850,1099160,1438731
2851,1566543,876427
2852,1533840,1618673
2853,1662669,1546609
2854,1016281,1139552
2855,1591877,1498284
2856,714712,92230
2857,1672712,1473654
2858,1530244,1481028
2859,914156,1532390
2860,1625426,1580156
2861,1622194,1643661
2862,727672,1310630
2863,1668340,354869
2864,1533106,1361983
2865,1070081,1325814
2866,713676,831959
2867,1336282,906553
2868,1554923,1384365
2869,920112,31107
2870,87347,1538217
2871,1364250,1098296
2872,1544597,1489367
2873,1452575,1071840
2874,1083706,1537274
2875,799698,1337223
2876,200406,310158
2877,1576263,1570937
2878,1617571,1034592
2879,791915,849502
2880,1610466,887921
2881,1389936,1583513
2882,907654,1595552
2883,1615942,880116
2884,88948,1058090
2885,1644149,1557746
2886,1385662,1405041
2887,1561622,1419521
2888,1316360,1057060
2889,1606699,1609379
2890,1537917,1655020
2891,746838,1000697
2892,1465264,1171040
2893,354567,355356
2894,1009891,1479382
2895,1616707,1649338
2896,1084597,1176948
2897,813762,33073
2898,1672609,19871
2899,25232,56047
2900,1603793,1419852
2901,755001,313616
2902,1567514,1157377
2903,1652871,1289340
2904,1372612,1140310
2905,1022646,102212
2906,64978,1080709
2907,722830,1102266
2908,1273801,1099369
2909,1110805,1000753
2910,1577095,883107
2911,1334589,1685022
2912,1286345,812701
2913,911650,856982
2914,1059562,1349929
2915,1662640,1129155
2916,719220,1550913
2917,945394,1674416
2918,861878,703598
2919,1267130,1428522
2920,1639353,1582086
2921,702902,1070543
2922,1017793,1617227
2923,78100,1396238
2924,1093691,1496631
2925,1533030,923796
2926,877422,744452
2927,746210,1463792
2928,1405528,1004434
2929,1036044,1574963
2930,886163,849043
2931,1566138,1060523
2932,1261694,1518222
2933,1295560,774569
2934,1092662,1399352
2935,1535456,78100
2936,1395400,1015739
2937,1533454,707511
2938,1173420,1581552
2939,1503455,1623590
2940,768216,1486279
2941,1333519,800458
2942,1049502,225263
2943,1590560,1061983
2944,1642081,1418121
2945,1086303,1331520
2946,910612,40554
2947,944508,1181749
2948,757011,1564968
2949,1626853,815065
2950,1048055,1556593
2951,1267238,1503455
2952,1401914,717423
2953,1328989,890447
2954,1399352,1507277
2955,1533932,1274644
2956,1566912,817473
2957,76063,788329
2958,1411579,799088
2959,1049521,1514131
2960,1615445,1571498
2961,55785,874238
2962,1396446,1566052
2963,946581,1654865
2964,1644889,1547716
2965,912603,1432987
2966,1041859,1321228
2967,911147,66388
2968,1084554,1040792
2969,1609336,1464720
2970,1635139,1262104
2971,1654734,1641601
2972,99780,1429393
2973,1082114,61442
2974,814046,1586300
2975,1457919,1487522
2976,1096385,60667
2977,1575098,87802
2978,791907,1379763
2979,1682745,100122
2980,1609471,50725
2981,1610486,1123596
2982,1495536,1688451
2983,1591588,1075706
2984,1533705,1609183
2985,1652201,1514324
2986,1324736,1527102
2987,1495899,1579541
2988,1005731,1566469
2989,1344596,923120
2990,799235,30371
2991,1660839,1070750
2992,721683,1499684
2993,1260221,1339469
2994,1230524,4447
2995,880562,798081
2996,773318,812306
2997,70145,1378590
2998,1518461,1565430
2999,1627606,1492674
3000,1110795,1040426
3001,878079,1056923
3002,1521466,1487843
3003,18654,1037131
3004,926617,1410738
3005,883237,918251
3006,873591,885259
3007,5907,1094895
3008,1102541,35527
3009,912093,1501364
3010,1570011,875582
3011,1494413,1598893
3012,1490892,1561627
3013,764401,1297184
3014,1411168,1269980
3015,1550913,1620393
3016,764065,1483096
3017,1353970,1462633
3018,1581653,1409446
3019,1587650,1367832
3020,1463913,1066658
3021,883107,1211805
3022,785787,917273
3023,1547530,1011452
3024,1185348,1193311
3025,1574460,1069308
3026,1040441,812191
3027,1444380,1198415
3028,1059324,319459
3029,1632028,1551182
3030,1041061,26058
3031,1634172,1108205
3032,803164,830483
3033,867773,1039757
3034,921112,1490906
3035,1109357,1004440
3036,1492091,1311230
3037,1384072,921557
3038,743367,1060219
3039,1615396,1590750
3040,1462103,884217
3041,1180638,1620053
3042,1438943,867038
3043,1588272,895417
3044,1431074,880117
3045,1299969,1500198
3046,1424404,1455684
3047,1043951,1413488
3048,1048695,1604119
3049,350894,1580891
3050,1675171,925263
3051,1046050,92679
3052,1537028,1544238
3053,855612,725363
3054,1643102,1036968
3055,1059377,1331520
3056,1627014,1488075
3057,1062128,316736
3058,1005201,1571371
3059,1537258,1519894
3060,1618563,1602774
3061,311094,311094
3062,917225,1618509
3063,1545447,1264157
3064,1414964,829325
3065,1620928,1499912
3066,1602658,1465509
3067,1527722,3197
3068,104889,1435387
3069,895126,1360214
3070,1500123,1223389
3071,1468010,1487428
3072,1049782,1044880
3073,761648,32689
3074,1575360,923603
3075,1626078,1045610
3076,895421,38777
3077,1234006,1609351
3078,1400810,50863
3079,38079,1211211
3080,1157408,1061937
3081,22444,1556179
3082,1308027,766701
3083,63276,819220
3084,357173,104918
3085,915779,1649934
3086,1328571,1537048
3087,1069202,1340127
3088,923601,1126975
3089,1557939,795403
3090,68622,1140414
3091,95552,1621832
3092,1502659,1586099
3093,1574863,1625042
3094,1393883,8818
3095,1455206,1571384
3096,1521549,851968
3097,1130144,1069308
3098,880117,713425
3099,927653,878556
3100,820318,940332
3101,1603969,1610940
3102,1522616,837919
3103,1463389,1378125
3104,918545,856982
3105,1053112,1365916
3106,1085277,1058330
3107,1436975,1510832
3108,1613103,1637558
3109,1157806,1016708
3110,836106,949301
3111,913497,1453122
3112,1505367,1117480
3113,1636760,319654
3114,1059262,1401521
3115,1666138,1522327
3116,1273685,1512927
3117,1439404,1003078
3118,1023458,896841
3119,754673,920148
3120,1023313,319655
3121,1602658,745308
3122,1614826,886137
3123,1603286,1483646
3124,813828,1015577
3125,21665,1018710
3126,1489096,880242
3127,1434994,914156
3128,747159,1040593
3129,1529377,1117057
3130,1424768,1309082
3131,731288,58822
3132,1472787,94845
3133,1613765,1566443
3134,1389123,1606364
3135,1639669,1536720
3136,870753,1610092
3137,864683,49615
3138,1273685,100591
3139,1572334,1560141
3140,202947,1338042
3141,22606,1175416
3142,1610682,1538263
3143,936446,1580156
3144,1486299,923284
3145,1333822,1282631
3146,1374881,1411168
3147,791770,900349
3148,1014672,1116449
3149,1459417,1512074
3150,1630132,922360
3151,1609951,1102934
3152,1421517,1632092
3153,886035,1318568
3154,1275187,1539838
3155,850429,929008
3156,1565228,54507
3157,1617406,922621
3158,1503802,830122
3159,931148,1411303
3160,1157075,14177
3161,1488613,1000209
3162,1321646,82811
3163,1065837,1373980
3164,1168990,1004411
3165,1504496,1556263
3166,1607281,1095291
3167,1434647,1084031
3168,891106,353191
3169,1360442,1137091
3170,849706,1585023
3171,1623016,315449
3172,92380,948846
3173,1358190,1626199
3174,1222840,1648439
3175,1543395,1626556
3176,1579241,1651588
3177,1394638,1469038
3178,1383875,1067837
3179,277135,1353406
3180,1369568,66004
3181,1672255,1649616
3182,1590565,1018724
3183,1558009,1581378
3184,1396549,49648
3185,1411494,1477032
3186,1066194,22356
3187,106532,1473287
3188,918543,946581
3189,815093,1293818
3190,14272,872912
3191,940332,1657146
3192,1330399,1598665
3193,949156,1273397
3194,319815,72741
3195,1419560,1597032
3196,1027838,1620908
3197,818677,1318568
3198,1386301,1646829
3199,1458581,1297704
3200,1059377,1371451
3201,1293234,1371782
3202,1562528,874977
3203,1521945,1050797
3204,87050,1425173
3205,1549276,93205
3206,1412043,1551693
3207,1035092,1566469
3208,914329,817720
3209,730272,69891
3210,1520048,856984
3211,1496048,936340
3212,351817,1275187
3213,318154,1012140
3214,1275187,1073748
3215,1586494,1630805
3216,1128361,1384101
3217,1259515,1577368
3218,787253,1653653
3219,1052257,1592264
3220,1470215,1045547
3221,351397,1318482
3222,1450708,924383
3223,1103640,887596
3224,1061069,1130166
3225,1408710,1163739
3226,1621368,1374328
3227,19871,1219601
3228,5981,1139822
3229,1575051,1158324
3230,1503455,1422142
3231,718413,1065860
3232,707388,42316
3233,1414374,1487428
3234,1364954,892222
3235,936446,1520006
3236,911421,874792
3237,1672899,1294016
3238,1599222,63296
3239,1345016,1646587
3240,915140,1359699
3241,1273685,1615418
3242,1499912,719135
3243,1429560,706863
3244,1408278,1398987
3245,1053507,1528837
3246,1335258,1553588
3247,1562738,1587755
3248,311817,1534120
3249,897429,839087
3250,105319,1411488
3251,1174821,1110803
3252,350698,1345126
3253,717954,1416876
3254,201779,81027
3255,1377178,77776
3256,3197,1666178
3257,1599222,894627
3258,1448056,1513761
3259,788920,76334
3260,98362,1551906
3261,33533,1666947
3262,3153,1682745
3263,9626,64782
3264,88790,1490873
3265,751364,1628112
3266,1388195,1330487
3267,356171,314808
3268,19871,100591
3269,1419951,1589680
3270,1513761,1523854
3271,310522,792161
3272,1401521,81023
3273,766701,1102541
3274,1506307,1550020
3275,1575189,767884
3276,1379527,1434737
3277,1016281,944696
3278,1021604,949870
3279,1403528,1643194
3280,1607250,1572702
3281,1012771,1106645
3282,1010566,717423
3283,1474735,1419581
3284,1212545,1382231
3285,893949,1625941
3286,893949,6769
3287,859163,917225
3288,23082,1049758
3289,1000694,313716
3290,1011835,1566052
3291,1583712,1365388
3292,1652885,1058057
3293,878526,714980
3294,46640,910406
3295,1479290,1357361
3296,1001039,933730
3297,1095996,1284143
3298,1622620,315374
3299,1289419,1663129
3300,885590,1375247
3301,311094,1047166
3302,1458962,354647
3303,929452,861884
3304,1618798,58822
3305,1275187,715787
3306,1414475,1562476
3307,1682868,1050377
3308,723188,1623013
3309,1631650,4904
3310,1078099,754813
3311,1075415,79732
3312,1325879,1119807
3313,1379006,1081745
3314,1180638,1297735
3315,1287032,3906
3316,1367832,1172706
3317,1127371,730349
3318,102212,1172139
3319,1399488,925528
3320,1593812,1307748
3321,1301611,1540723
3322,839087,1289490
3323,1335103,106532
3324,1643550,1272550
3325,1083446,1438035
3326,1320414,1172178
3327,1626941,1178104
3328,910073,87347
3329,1005201,774569
3330,812796,1145986
3331,1530950,1372299
3332,1031296,3673
3333,1471968,1643319
3334,1348649,1510333
3335,897077,1642673
3336,1302028,751365
3337,1316625,17797
3338,773840,1540047
3339,1640313,779544
3340,1463792,1138723
3341,91440,749647
3342,1043277,1499790
3343,1484504,1584963
3344,1385613,764764
3345,1393818,881787
3346,1598908,1582037
3347,1045543,1609234
3348,1317630,1571636
3349,1055726,1641832
3350,1641489,920760
3351,704415,1569455
3352,14930,101829
3353,68622,1350653
3354,1322554,1590715
3355,1410384,1396440
3356,1610764,351998
3357,1635261,1409014
3358,833444,1177609
3359,912263,910721
3360,912463,1515673
3361,1655971,1587980
3362,1410939,1557798
3363,1526113,1058090
3364,889609,913958
3365,818686,949858
3366,1593001,1385292
3367,712537,892158
3368,1518715,1125699
3369,1513363,1635881
3370,1573766,1016546
3371,874499,1087456
3372,916457,1423579
3373,1073431,1036629
3374,49826,1545061
3375,1495932,1172052
3376,1140215,354647
3377,1652106,1405198
3378,1206942,1282663
3379,946563,856982
3380,1051627,1477336
3381,1140486,1120105
3382,769520,1610764
3383,1058307,1081183
3384,1606363,1108109
3385,1576047,1634447
3386,1283602,100826
3387,1348259,1518832
3388,1159154,1621430
3389,1423902,1589632
3390,1487052,1678740
3391,200406,726512
3392,1411579,1159167
3393,1383183,1679688
3394,1043277,1437352
3395,1508786,855612
3396,1599385,1391750
3397,1206133,357020
3398,1096376,801898
3399,1419275,1088413
3400,1299709,24545
3401,1049521,1603671
3402,1003078,936528
3403,1652106,1628468
3404,77159,917225
3405,1533924,1642380
3406,1437557,1581720
3407,1343254,1528557
3408,1684415,1002761
3409,880771,1649011
3410,704366,898174
3411,887921,95052
3412,1601712,1629978
3413,1348334,10329
3414,771266,723603
3415,882796,893691
3416,215419,13239
3417,1540947,1539892
3418,1017793,1118072
3419,926617,723254
3420,1326200,18926
3421,1061069,1456212
3422,1001171,104897
3423,1051741,702902
3424,1621697,1518985
3425,1530981,896622
3426,1576263,1351573
3427,716133,1515156
3428,1428042,1615817
3429,1574129,1672897
3430,1437479,1589220
3431,845819,1601705
3432,1335982,1619616
3433,703351,912833
3434,1536035,1131089
3435,1594864,1049606
3436,926660,1384135
3437,1521013,1582919
3438,1437517,1558441
3439,1592058,813828
3440,1607549,913497
3441,1446159,920760
3442,1544229,30822
3443,1169749,1518548
3444,1406666,752634
3445,1574186,1174940
3446,880807,1341878
3447,910322,1518985
3448,943452,1133416
3449,1094739,798783
3450,1518403,881524
3451,877860,887905
3452,812152,1269021
3453,1675820,1616156
3454,1670601,1399406
3455,725363,1629433
3456,1501585,1577134
3457,1035267,1490906
3458,1477449,1088413
3459,805928,1182737
3460,1548309,1334478
3461,1269127,356870
3462,1525759,1341439
3463,75288,874977
3464,1005731,1013240
3465,1403676,1595627
3466,704415,1040426
3467,1297937,1527032
3468,21535,931948
3469,1123979,859222
3470,1657889,894671
3471,1546640,1582966
3472,1299139,1023459
3473,1512499,1625285
3474,79661,1434842
3475,1328670,1425883
3476,1609434,898437
3477,913665,756502
3478,1688281,1556148
3479,79732,1046203
3480,729237,1283709
3481,1577916,1546853
3482,835011,1649744
3483,792977,1353616
3484,1646829,1090872
3485,1600132,1591165
3486,1597033,800240
3487,1415404,1582554
3488,1361937,1644943
3489,1413898,943861
3490,1042187,1381240
3491,870385,1594590
3492,1531477,1315257
3493,936402,1437283
3494,1512890,91388
3495,100591,1161582
3496,1096934,1338042
3497,1009356,929547
3498,1599714,57515
3499,1069533,1069308
3500,1119643,57725
3501,1301611,1028734
3502,10456,1381668
3503,14272,1110206
3504,939767,1611742
3505,1612518,1161366
3506,1527385,1603494
3507,30419,1367396
3508,1800,1608638
3509,1609258,1507957
3510,109198,1386570
3511,1099728,1590877
3512,884629,1123337
3513,1472091,1504886
3514,47217,1100389
3515,1511735,1601280
3516,1475273,1038074
3517,1395864,1024478
3518,1440517,1161582
3519,1569455,1116463
3520,1662640,1606736
3521,1589803,1532390
3522,740260,1043236
3523,1172631,1401564
3524,1601712,1138639
3525,793074,1598665
3526,108772,95953
3527,1353970,276889
3528,927653,1080319
3529,1308161,29924
3530,1172139,1404296
3531,1193311,715446
3532,872589,700841
3533,736012,761648
3534,1156174,1572684
3535,1581068,1469134
3536,276720,1655780
3537,896159,20171
3538,945436,1607716
3539,1524741,1662574
3540,1566978,1370804
3541,885275,1321741
3542,1383149,1540723
3543,707511,1398529
3544,1590714,1424151
3545,1800,924515
3546,1274644,1451512
3547,1422892,1581653
3548,1562151,1541157
3549,1080340,16040
3550,1548621,47129
3551,1602774,1416172
3552,1525221,773840
3553,12927,701650
3554,707179,885322
3555,1290200,1326200
3556,897315,1609253
3557,1349976,1373485
3558,1263872,1065696
3559,1567520,1107694
3560,1491778,1123360
3561,745732,1476963
3562,2098,921738
3563,93859,1271245
3564,726513,1385544
3565,800240,12978
3566,1004434,1213037
3567,1347652,1667154
3568,1000180,811596
3569,928658,1637655
3570,1345126,763950
3571,1114995,1236424
3572,1064117,805676
3573,350563,1419275
3574,1527027,707886
3575,720858,928658
3576,934448,1014733
3577,1383094,1408198
3578,1551887,1056239
3579,1674862,1594204
3580,779152,1459417
3581,4164,4164
3582,1384195,1459482
3583,1418780,16918
3584,910467,1612254
3585,1556107,1370450
3586,1594114,1572493
3587,1595974,1164727
3588,1266806,766792
3589,789019,764478
3590,1282648,1591768
3591,1093557,1419600
3592,1605931,1263364
3593,79958,1490906
3594,927454,861878
3595,1421865,1052054
3596,4447,1487198
3597,1407190,1430592
3598,110471,1623590
3599,1029506,849667
3600,1675171,744187
3601,1082114,1096958
3602,1437071,844887
3603,1569389,310764
3604,72162,9389
3605,1493594,910467
3606,1613809,1601385
3607,908598,1107421
3608,1558785,1276531
3609,837852,1271075
3610,277509,1036262
3611,55080,1037067
3612,873303,1568079
3613,1554947,1555039
3614,1550453,1614404
3615,1641601,72909
3616,101462,1135152
3617,1590584,1542934
3618,1569340,1066764
3619,315189,1623013
3620,837010,15615
3621,1302215,1489024
3622,715446,1573229
3623,1527531,1499717
3624,1668738,1396814
3625,814676,1227025
3626,912766,1589803
3627,912593,1373444
3628,275119,1616314
3629,1323653,741556
3630,1098146,1541157
3631,1528279,730669
3632,706863,868725
3633,1119807,1099568
3634,868671,758743
3635,1067983,79958
3636,712771,1094348
3637,927628,98618
3638,1641832,821127
3639,1289237,785956
3640,79732,1397911
3641,1612253,880641
3642,7323,1545416
3643,827187,798287
3644,1140310,1682405
3645,1640770,1261159
3646,1325676,1368148
3647,1557805,724445
3648,1499912,880417
3649,893958,91767
3650,1031029,1095073
3651,1568319,884940
3652,794929,1670869
3653,1161706,1621434
3654,16918,1358190
3655,1300734,1650962
3656,1667967,813828
3657,107263,1483096
3658,1636519,1403433
3659,27093,29952
3660,1378590,1325676
3661,1335112,1134115
3662,1084554,1159154
3663,1564708,758743
3664,833795,72741
3665,1621990,1468174
3666,811596,32604
3667,1282858,1038280
3668,1652456,1652958
3669,351817,1164888
3670,1680048,1557883
3671,835887,1549631
3672,1473334,350846
3673,1629958,1555995
3674,1574291,1089511
3675,1598646,5768
3676,1629958,52988
3677,788965,1664248
3678,1311241,1607641
3679,1005210,1561206
3680,1010612,1681312
3681,1374328,875582
3682,104918,74145
3683,1335105,1626644
3684,1076930,104894
3685,1210227,921590
3686,775368,862510
3687,1497033,1570132
3688,1618697,1454789
3689,701221,870753
3690,1450922,1100412
3691,1370755,47518
3692,1071993,813779
3693,1667939,1518720
3694,866368,820901
3695,1634997,1557796
3696,1447380,1345801
3697,1662671,1383875
3698,1074772,1044942
3699,1614083,1168165
3700,1583965,837919
3701,820313,836429
3702,858800,1369786
3703,278041,1286043
3704,1404655,1591877
3705,1011452,1093207
3706,1559356,704159
3707,746210,96271
3708,105319,1602367
3709,1609880,1434994
3710,1498067,1552111
3711,67279,1570774
3712,1083689,1447028
3713,935703,34408
3714,935703,935703
3715,1310067,310354
3716,1177648,1302350
3717,1040130,1615999
3718,65770,828944
3719,1050825,882835
3720,812074,715579
3721,1569455,1552275
3722,1059556,717423
3723,920522,1610979
3724,11544,1423417
3725,1560046,1507957
3726,1527469,1586452
3727,1535635,1015328
3728,54681,1672489
3729,1634121,93676
3730,888165,1068969
3731,56047,1672690
3732,1501257,1459417
3733,1543637,1613764
3734,1526796,1042776
3735,87802,1560046
3736,797468,1269371
3737,1156815,1195933
3738,1661600,1072627
3739,1317880,1185348
3740,1353226,1144980
3741,813762,742126
3742,1617957,1667161
3743,1353611,1643301
3744,1040799,1561951
3745,1011452,1650739
3746,75362,356870
3747,1108320,40987
3748,895665,766701
3749,49071,1009379
3750,1451929,1173514
3751,1005409,1627213
3752,1329606,1641640
3753,1522182,1057083
3754,1633931,1273636
3755,1543623,1611231
3756,1122304,1513965
3757,1131312,863894
3758,1029800,1493212
3759,1209028,1513818
3760,1157602,1473287
3761,1477200,1592058
3762,352915,1607082
3763,1556965,32567
3764,354908,58492
3765,11199,1672899
3766,1378946,1282224
3767,1162461,944130
3768,1640313,1158420
3769,1135971,1144503
3770,1638911,1433564
3771,1589802,1594136
3772,918160,1682325
3773,1488934,27996
3774,1095007,827809
3775,1390312,319671
3776,1504619,890564
3777,1557376,9389
3778,1354371,1604906
3779,1634452,745543
3780,1112985,1492674
3781,1557142,1641631
3782,1089598,1288847
3783,1478725,1598397
3784,72573,1456455
3785,1630477,1169770
3786,1060822,1383149
3787,1506307,1135017
3788,915358,816956
3789,850693,1401923
3790,1448056,1617798
3791,1681906,1606364
3792,1116521,936528
3793,1061580,820067
3794,740971,828944
3795,1482541,712770
3796,706698,1528129
3797,896156,945983
3798,1005276,1039757
3799,1636023,35214
3800,1635650,1552743
3801,315852,1579068
3802,1095981,1035354
3803,1580836,1565821
3804,1607865,1365916
3805,1541354,1011452
3806,1381871,878079
3807,1580673,1027838
3808,1571833,20639
3809,1177609,1405663
3810,920148,1023131
3811,1116132,1122020
3812,1444706,1208208
3813,845819,830656
3814,100625,1274792
3815,1283602,1644697
3816,764622,1464343
3817,1061219,1380393
3818,736822,1466538
3819,902274,1062047
3820,1471265,737210
3821,1504239,1172318
3822,1638606,1538184
3823,1423902,1046311
3824,1675033,1022469
3825,933136,1184818
3826,1044435,1017616
3827,807863,103730
3828,1106213,1444397
3829,1025996,1591588
3830,856982,1575295
3831,1001606,843006
3832,1444706,1060391
3833,1630372,806517
3834,1477200,732712
3835,1036262,1297336
3836,1505497,1590714
3837,1123596,1623554
3838,1561880,1439254
3839,945983,945983
3840,1274494,1683170
3841,1294924,766404
3842,1394872,1000229
3843,1022469,1631547
3844,277135,1035002
3845,1641640,1604416
3846,1304741,879635
3847,1573133,1032975
3848,103595,1062506
3849,1648858,1414964
3850,893691,907045
3851,1576940,921547
3852,931799,1623024
3853,927653,881890
3854,1319643,320575
3855,1524829,1347178
3856,1586300,1616543
3857,896159,1582072
3858,891456,230463
3859,898174,1380277
3860,1110607,850209
3861,1302084,884219
3862,1105472,1003950
3863,730708,6951
3864,1070985,1170010
3865,1353523,1638911
3866,1642122,820380
3867,1501350,799292
3868,69633,1161706
3869,78100,1524607
3870,1301991,1522704
3871,1490906,1422222
3872,39263,46619
3873,3545,1651992
3874,1492633,1533758
3875,1332551,1393066
3876,1560449,1443669
3877,1581720,1280600
3878,1185348,740260
3879,200406,1349426
3880,1222333,1433821
3881,1495932,1492633
3882,1158780,911216
3883,70145,1084717
3884,1636519,1089063
3885,1589526,1407704
3886,30625,1354730
3887,10456,780127
3888,1681903,1533357
3889,1418175,1640878
3890,1135657,1094739
3891,1022705,1584952
3892,1060426,1550518
3893,1098151,700841
3894,932781,1412659
3895,1601046,83246
3896,1345756,1681302
3897,1650204,33185
3898,916457,1221554
3899,1099132,1653979
3900,702513,1534675
3901,1236424,1531477
3902,38009,1578685
3903,1000230,1033905
3904,1528697,51644
3905,100122,315958
3906,1309108,1432271
3907,1567980,1299130
3908,90168,1426850
3909,744187,65172
3910,1171008,1529133
3911,1628738,799850
3912,1432271,1556148
3913,320193,1318605
3914,1554947,912752
3915,1324404,1608298
3916,1475922,719494
3917,1159275,1533998
3918,1666926,1476170
3919,40729,1561679
3920,77360,1612253
3921,807863,1681281
3922,1546381,779544
3923,1140310,1130713
3924,859368,109831
3925,1065087,875296
3926,925306,1108967
3927,1138776,1649744
3928,6845,1538849
3929,931336,1491576
3930,1425289,861878
3931,880771,812796
3932,1449447,59440
3933,1680048,1614173
3934,1491829,1518171
3935,1500213,1019737
3936,921547,1275101
3937,1141103,949039
3938,1515115,1030192
3939,849869,81027
3940,1499790,860413
3941,1081183,882508
3942,875159,1649338
3943,704415,802967
3944,65100,13239
3945,1615445,354950
3946,1452857,1060824
3947,925528,35527
3948,810509,37785
3949,1261379,316253
3950,1635840,1083706
3951,1100270,704051
3952,1053112,1603145
3953,1419554,1037676
3954,1279410,1275873
3955,875729,1551739
3956,813298,1641832
3957,1657045,1636222
3958,9092,835887
3959,946673,946673
3960,1669990,1503658
3961,796505,1085621
3962,1643319,1635581
3963,1487730,814676
3964,790179,1286405
3965,1605257,869495
3966,1176334,1528103
3967,1408198,1672887
3968,1396549,1386570
3969,1382230,906780
3970,1621368,1641601
3971,98222,1420783
3972,1424879,1038205
3973,784199,793952
3974,1667944,100625
3975,1402062,1434477
3976,1576940,1510295
3977,1556965,1608638
3978,1212545,1406251
3979,1022509,1114040
3980,1445049,1208208
3981,36104,1036075
3982,1497275,1289850
3983,736012,1064117
3984,1326428,718332
3985,763901,1082337
3986,911109,1675033
3987,1423588,1084384
3988,788329,931059
3989,1120370,319671
3990,812152,1331745
3991,1067983,920148
3992,1060349,4962
3993,1446159,311817
3994,110621,1681297
3995,101830,824169
3996,1444144,1033905
3997,54476,1532619
3998,1549719,1162556
3999,98246,1158659
4000,804269,1383062
4001,906337,942319
4002,1622175,740663
4003,1096934,70145
4004,1575420,1127703
4005,1397016,1035216
4006,1522787,1157817
4007,1595726,891024
4008,97210,814046
4009,1467076,90498
4010,765880,1379714
4011,1562918,1017290
4012,856982,1057083
4013,1051512,822416
4014,25232,744455
4015,1122020,745732
4016,1049502,1568875
4017,71557,910267
4018,1562918,31107
4019,1130591,1558013
4020,1047862,1320695
4021,1604778,776867
4022,1527709,1672897
4023,1463172,1032033
4024,96699,1585023
4025,64996,1629702
4026,936402,1048477
4027,1543418,1021270
4028,1099590,1299709
4029,1623595,1409197
4030,1399352,1385508
4031,37808,1052101
4032,84839,873044
4033,1271551,1634413
4034,83246,1174266
4035,1439397,909108
4036,19612,1360683
4037,723188,1485001
4038,1680966,1565821
4039,1278027,1173204
4040,850261,1597033
4041,1619227,1537258
4042,1091907,1649184
4043,908259,1031296
4044,1527531,1158114
4045,1528308,722313
4046,1554933,1420368
4047,1136294,1496139
4048,1096934,894560
4049,1334478,1370637
