cik,company,sic,state_of_inc,state_location,year,,
874265,NEIGHBORCARE INC,8051,PA,MD,2003,,
874292,ADDVANTAGE TECHNOLOGIES GROUP INC,5040,OK,OK,2004,,
874294,ICOS CORP,2834,WA,WA,2005,,
874320,ICON CASH FLOW PARTNERS L P SERIES D,7359,DE,NY,2002,,
874385,RAG SHOPS INC,5945,DE,NJ,2002,,
874388,AMERICAN MEDICAL TECHNOLOGIES INC/DE,3843,DE,TX,2002,,
874389,APPLIED EXTRUSION TECHNOLOGIES INC /DE,3081,DE,DE,2002,,
874394,TELECOMMUNICATIONS INCOME FUND IX LP,7359,IA,IA,2002,,
874395,PLM EQUIPMENT GROWTH FUND VI,7359,CA,NY,2002,,
874396,"LIFETIME BRANDS, INC",3420,DE,NY,2005,,
874443,GENELABS TECHNOLOGIES INC /CA,2834,CA,CA,2002,,
874444,RETAIL VENTURES INC,5331,OH,OH,2004,,
874482,UNION NATIONAL FINANCIAL CORP / PA,6021,PA,PA,2002,,
874495,JEFFERSONVILLE BANCORP,6021,NY,NY,2002,,
874499,GULFPORT ENERGY CORP,1311,DE,OK,2007,,
874501,AMBAC FINANCIAL GROUP INC,6351,DE,NY,2002,,
874662,BAYFIELD LOW INCOME HOUSING LIMITED PARTNERSHIP,6513,DE,ND,2002,,
874663,ALKERMES INC,2834,PA,MA,2002,,
874689,INTEGRATED CIRCUIT SYSTEMS INC,3674,PA,PA,2002,,
874691,"OSI RESTAURANT PARTNERS, LLC",5812,DE,FL,2008,,
874710,ALLIED HEALTHCARE PRODUCTS INC,3842,DE,MO,2002,,
874716,IDEXX LABORATORIES INC /DE,2835,DE,ME,2002,,
874733,MEDIWARE INFORMATION SYSTEMS INC,7373,NY,KS,2002,,
874734,OSTEOTECH INC,8090,DE,NJ,2002,,
874759,CALLOWAYS NURSERY INC,5200,TX,TX,2002,,
874761,AES CORP,4991,DE,VA,2004,,
874766,"HARTFORD FINANCIAL SERVICES GROUP, INC.",6331,DE,CT,2019,,
874786,VARSITY BRANDS INC,3949,DE,TN,2002,,
874792,"Green Technology Solutions, Inc.",1382,DE,TX,2010,,
874841,PACIFIC SUNWEAR OF CALIFORNIA INC,5600,CA,CA,2002,,
874866,CORVEL CORP,6411,DE,CA,2002,,
874977,STATE AUTO FINANCIAL CORP,6331,OH,OH,2002,,
874992,REMINGTON OIL & GAS CORP,1311,DE,TX,2002,,
875045,BIOGEN INC.,2836,DE,MA,2015,,
875159,XL GROUP LTD,6331,D0,D0,2016,,
875278,WNC HOUSING TAX CREDIT FUND III L P,6513,CA,CA,2002,,
875296,LAPOLLA INDUSTRIES INC,2851,DE,TX,2005,,
875320,VERTEX PHARMACEUTICALS INC / MA,2834,MA,MA,2002,,
875354,AG SERVICES OF AMERICA INC,5190,IA,IA,2002,,
875355,INSIGNIA SYSTEMS INC/MN,3990,MN,MN,2002,,
875357,BOK FINANCIAL CORP,6021,OK,OK,2020,,
875359,MICRO LINEAR CORP /CA/,3674,DE,CA,2002,,
875523,LITTLE SWITZERLAND INC/DE,5944,DE,V1,2002,,
875525,SPECIAL DEVICES INC /DE,2890,DE,CA,2002,,
875570,PEOPLESOFT INC,7372,DE,CA,2002,,
875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP,2670,DE,MN,2008,,
875622,BIOSPECIFICS TECHNOLOGIES CORP,2834,DE,NY,2008,,
875623,SPARTA INC /DE,8731,DE,CA,2002,,
875657,ULTRALIFE CORP,3690,DE,NY,2008,,
875729,BION ENVIRONMENTAL TECHNOLOGIES INC,2870,CO,NY,2009,,
875738,LASER PACIFIC MEDIA CORP,7819,DE,CA,2002,,
875751,SMART & FINAL INC/DE,5140,DE,CA,2002,,
875762,STARTECH ENVIRONMENTAL CORP,3590,CO,CT,2002,,
876043,MEDWAVE INC,3841,MN,MN,2002,,
876134,"Redify Group, Inc.",7372,,UT,2013,,
876167,PROGRESS SOFTWARE CORP /MA,7372,MA,MA,2002,,
876188,CARDIAC SCIENCE INC,3845,DE,CA,2002,,
876343,"Lineage Cell Therapeutics, Inc.",2836,CA,CA,2019,,
876367,"Legal Life Plans, Inc.",8000,DE,FL,2012,,
876378,"ASENSUS SURGICAL, INC.",3841,DE,NC,2020,,
876427,"MONRO, INC.",7500,NY,NY,2018,,
876437,MGIC INVESTMENT CORP,6351,WI,WI,2002,,
876523,EZCORP INC,5900,DE,TX,2002,,
876528,CROWN ENERGY CORP,1381,UT,UT,2002,,
876645,PHARMCHEM INC,8071,DE,TX,2002,,
876883,MDC PARTNERS INC,7311,DE,NY,2004,,
876884,WESTWOOD CORP/NV/,3613,NV,OK,2002,,
877212,ZEBRA TECHNOLOGIES CORP,3560,,IL,2009,,
877273,VANS INC,3021,DE,CA,2002,,
877355,LANDAMERICA FINANCIAL GROUP INC,6361,VA,VA,2002,,
877357,SEPRACOR INC /DE/,2834,DE,MA,2002,,
877422,SpartanNash Co,5141,MI,MI,2015,,
877476,AMERICA SERVICE GROUP INC /DE,8090,DE,TN,2002,,
877494,KEYPORT LIFE INSURANCE CO,,RI,MA,2002,,
877645,TECHNOLOGY SOLUTIONS COMPANY,7373,DE,IL,2002,,
877860,NATIONAL HEALTH INVESTORS INC,6798,MD,TN,2002,,
877890,CITRIX SYSTEMS INC,7372,DE,FL,2002,,
877902,NEOSE TECHNOLOGIES INC,2833,DE,PA,2002,,
877931,"Vertical Communications, Inc.",7372,DE,MA,2006,,
877987,FIRST COMMUNITY BANCSHARES INC /IN,6035,IN,IN,2002,,
878004,CHUGACH ELECTRIC ASSOCIATION INC,4911,AK,AK,2002,,
878079,BON TON STORES INC,5311,PA,PA,2002,,
878088,"PAR PHARMACEUTICAL COMPANIES, INC.",2834,NH,NY,2004,,
878278,INLAND CAPITAL FUND L P,6500,DE,IL,2002,,
878280,SALTON INC,3634,DE,IL,2002,,
878314,SHOPKO STORES INC,5331,WI,WI,2002,,
878355,HENDERSON CITIZENS BANCSHARES INC,6021,TX,TX,2002,,
878375,AMERICAN BAR ASSOCIATION MEMBERS STATE STREET COLLECTIVE TR,6799,MA,IL,2002,,
878436,TUT SYSTEMS INC,3661,DE,OR,2002,,
878483,BARRA INC /CA,7370,DE,CA,2002,,
878517,CAPSTEAD SECURITIES CORPORATION IV,6189,DE,TX,2002,,
878520,SWS GROUP INC,6211,DE,TX,2008,,
878522,STEWART ENTERPRISES INC,7200,LA,LA,2002,,
878526,NATUS MEDICAL INC,3845,DE,CA,2002,,
878547,AMERICAN TECHNOLOGIES GROUP INC,3440,NV,CA,2008,,
878556,PER SE TECHNOLOGIES INC,7374,DE,GA,2002,,
878560,"CalAtlantic Group, Inc.",1531,DE,CA,2015,,
878616,HUMAN PHEROMONE SCIENCES INC,2844,CA,CA,2008,,
878720,FAO INC,5961,CA,PA,2002,,
878725,EMBREX INC /NC/,2836,NC,NC,2003,,
878726,TUESDAY MORNING CORP/DE,5331,DE,TX,2002,,
878731,FINLAY ENTERPRISES INC /DE,5944,DE,NY,2002,,
878736,MANOR CARE INC,8051,DE,OH,2002,,
878748,POLYMEDICA CORP,2834,MA,MA,2002,,
878774,AMERICAN MORTGAGE ACCEPTANCE CO,6798,MA,NY,2002,,
878802,Quadrant 4 System Corp,3669,IL,NV,2013,,
878808,FIRSTGOLD CORP.,1040,DE,NV,2009,,
878828,WIRELESS TELECOM GROUP INC,3825,NJ,NJ,2002,,
878897,AMERICAN MEDICAL SECURITY GROUP INC,6324,WI,WI,2002,,
878903,"Synvista Therapeutics, Inc.",2834,DE,NJ,2007,,
878927,"OLD DOMINION FREIGHT LINE, INC.",4213,VA,NC,2019,,
878932,"EQUUS TOTAL RETURN, INC.",,DE,TX,2006,,
879045,IEA INCOME FUND XII LP,7359,CA,CA,2002,,
879101,KIMCO REALTY CORP,6798,MD,NY,2002,,
879106,AUTOIMMUNE INC,2836,DE,CA,2002,,
879123,GOODYS FAMILY CLOTHING INC /TN,5651,TN,TN,2002,,
879169,INCYTE CORP,8731,DE,DE,2003,,
879181,AMERICAN HOMEPATIENT INC,8082,DE,TN,2002,,
879215,DYNEGY INC /IL/,1311,IL,TX,2002,,
879235,AUTOCAM CORP/MI,3714,MI,MI,2004,,
879301,LASERSIGHT INC /DE,3845,DE,FL,2002,,
879303,NUTRITION MANAGEMENT SERVICES CO/PA,5812,PA,PA,2002,,
879385,AMERIVISION COMMUNICATIONS INC,4813,,OK,2002,,
879407,"ARROWHEAD PHARMACEUTICALS, INC.",2834,DE,CA,2016,,
879437,infoGROUP Inc.,7331,DE,NE,2007,,
879465,DYNTEK INC,5961,DE,CA,2002,,
879519,SEEN ON SCREEN TV INC.,1000,NV,WA,2008,,
879526,WABASH NATIONAL Corp,3715,DE,IN,2019,,
879554,CHECKERS DRIVE IN RESTAURANTS INC /DE,5812,DE,FL,2002,,
879555,BOSTON CAPITAL TAX CREDIT FUND III L P,6513,DE,MA,2002,,
879573,CENTENNIAL COMMUNICATIONS CORP /DE,4812,DE,NJ,2002,,
879575,TERRA NITROGEN CO L P /DE,2870,DE,IL,2002,,
879585,"ATN International, Inc.",4813,DE,MA,2016,,
879635,MID PENN BANCORP INC,6022,PA,PA,2002,,
879682,"VIVEVE MEDICAL, INC.",3845,B0,CO,2014,,
879703,Paybox Corp.,7373,DE,FL,2016,,
879796,ARI NETWORK SERVICES INC /WI,7370,WI,WI,2002,,
879815,GEODYNE ENERGY INCOME LTD PARTNERSHIP III-G,1311,OK,OK,2002,,
879884,T-3 ENERGY SERVICES INC,3452,TX,TX,2002,,
879911,"APPLIED ENERGETICS, INC.",3812,DE,AZ,2007,,
879933,IPSCO INC,3312,,A9,2005,,
879957,AAMES FINANCIAL CORP/DE,6162,DE,CA,2002,,
879980,CNL INCOME FUND XI LTD,6500,FL,FL,2002,,
879982,CNL INCOME FUND XII LTD,6500,FL,FL,2002,,
879993,DUSA PHARMACEUTICALS INC,2834,NJ,MA,2002,,
880026,"INSURANCE AUTO AUCTIONS, INC",5010,IL,IL,2004,,
880036,HOCKEY CO,3949,DE,VT,2002,,
880059,EDUCATION MANAGEMENT CORPORATION,8200,PA,PA,2002,,
880114,BELDEN & BLAKE CORP /OH/,1381,OH,OH,2002,,
880115,CLAYTON WILLIAMS ENERGY INC /DE,1311,DE,TX,2002,,
880116,Southeastern Bank Financial CORP,6022,GA,GA,2005,,
880117,SANFILIPPO JOHN B & SON INC,2060,DE,IL,2002,,
880177,PEREGRINE SEMICONDUCTOR CORP,3674,DE,CA,2012,,
880208,SBS TECHNOLOGIES INC,3823,NM,NM,2002,,
880242,"BIOLARGO, INC.",2800,DE,CA,2007,,
880266,AGCO CORP /DE,3523,DE,GA,2002,,
880285,ENBRIDGE ENERGY PARTNERS LP,4610,DE,TX,2002,,
880321,DENDRITE INTERNATIONAL INC,7372,NJ,NJ,2002,,
880407,MUNICIPAL SECURITIES PURCHASE INC,6199,DE,CT,2003,,
880417,CSB BANCORP INC /OH,6022,OH,OH,2002,,
880430,FISHER SCIENTIFIC INTERNATIONAL INC,5040,DE,NH,2002,,
880431,GENAERA CORP,2836,DE,PA,2002,,
880432,MISONIX INC,3821,NY,NY,2002,,
880446,VITESSE SEMICONDUCTOR CORP,3674,DE,CA,2002,,
880458,VERTEL CORP,7372,CA,CA,2002,,
880460,E COM VENTURES INC,5912,FL,NY,2002,,
880555,AMERICAN MEDIA INC,2711,DE,FL,2013,,
880562,DAEGIS INC.,7372,DE,CA,2011,,
880584,"GDT TEK, Inc.",7370,,FL,2010,,
880631,"WisdomTree Investments, Inc.",6221,DE,NY,2011,,
880641,EAGLE FINANCIAL SERVICES INC,6022,VA,VA,2002,,
880643,GENTA INC DE/,2836,DE,NJ,2002,,
880765,DECRANE AIRCRAFT HOLDINGS INC,3728,DE,CA,2002,,
880771,SCICLONE PHARMACEUTICALS INC,2834,CA,CA,2002,,
880804,"PREMIERE GLOBAL SERVICES, INC.",7389,GA,GA,2004,,
880807,AMERICAN SUPERCONDUCTOR CORP /DE/,8731,DE,MA,2002,,
880858,SEMX CORP,3460,DE,NY,2002,,
880958,DEAN WITTER GLOBAL PERSPECTIVE PORTFOLIO L P,6211,DE,NY,2002,,
880984,"ACORN ENERGY, INC.",7371,DE,DE,2007,,
881039,MONEY STORE HOME EQUITY CORP,6162,KY,NJ,2002,,
881196,CYPRESS EQUIPMENT FUND II LTD,7359,FL,FL,2002,,
881453,PRUDENTIAL ANNUITIES LIFE ASSURANCE CORP/CT,6399,CT,CT,2007,,
881464,AMYLIN PHARMACEUTICALS INC,2834,DE,CA,2002,,
881468,SPATIALIGHT INC,3861,NY,CA,2003,,
881524,VIVUS INC,3841,CA,CA,2002,,
881665,DA-LITE SCREEN CO INC,3861,IN,IN,2004,,
881695,PALOMAR MEDICAL TECHNOLOGIES INC,3845,DE,MA,2002,,
881716,GATEWAY TAX CREDIT FUND III LTD,6513,FL,FL,2002,,
881788,ICON CASH FLOW PARTNERS L P SERIES E,7359,DE,NY,2002,,
881790,HF FINANCIAL CORP,6035,DE,SD,2002,,
881791,USF CORP,4213,DE,KS,2003,,
881890,ABAXIS INC,2835,CA,CA,2002,,
881905,UNITED RETAIL GROUP INC/DE,5621,DE,NJ,2002,,
881924,SHOLODGE INC,7011,TN,TN,2002,,
882087,CUMBERLAND TECHNOLOGIES INC,6331,FL,FL,2002,,
882095,GILEAD SCIENCES INC,2836,DE,CA,2002,,
882100,CORVAS INTERNATIONAL INC,2834,DE,CA,2002,,
882104,"PDL BIOPHARMA, INC.",2836,DE,NV,2005,,
882154,"POWERSECURE INTERNATIONAL, INC.",7389,DE,NC,2007,,
882184,HORTON D R INC /DE/,1531,DE,TX,2002,,
882235,LINCARE HOLDINGS INC,8090,DE,FL,2002,,
882253,STRUCTURED ASSET MORTGAGE INVESTMENTS INC,6189,DE,NY,2002,,
882287,MARINER HEALTH CARE INC,8051,DE,GA,2002,,
882288,TEXTAINER EQUIPMENT INCOME FUND IV L P,7359,CA,CA,2002,,
882289,APRIA HEALTHCARE GROUP INC,8082,DE,CA,2002,,
882291,AETHLON MEDICAL INC,3826,NV,CA,2009,,
882361,Aptose Biosciences Inc.,2836,A6,A6,2018,,
882365,I STAT CORPORATION /DE/,3845,DE,NJ,2002,,
882484,OCULAR SCIENCES INC /DE/,3851,DE,CA,2002,,
882508,QUICKLOGIC Corp,3674,CA,CA,2019,,
882509,"IMMTECH PHARMACEUTICALS, INC.",2836,DE,IL,2006,,
882537,CREATOR CAPITAL LTD,3990,D0,A1,2002,,
882590,NAVISTAR FINANCIAL RETAIL RECEIVABLES CORPORATION,6189,DE,IL,2002,,
882796,BIOCRYST PHARMACEUTICALS INC,2836,DE,NC,2002,,
882800,"Pacific Ventures Group, Inc.",6331,DE,CA,2012,,
882829,STATER BROS HOLDINGS INC,5411,DE,CA,2002,,
882830,GIBRALTAR PACKAGING GROUP INC,2650,DE,NE,2002,,
882835,ROPER TECHNOLOGIES INC,3823,DE,FL,2015,,
882873,UROLOGIX INC,3845,MN,MN,2002,,
883107,NANOPHASE TECHNOLOGIES Corp,3390,DE,IL,2015,,
883232,C M LIFE INSURANCE CO,6311,CT,CT,2002,,
883237,"VIRTUS INVESTMENT PARTNERS, INC.",6282,DE,CT,2008,,
883241,SYNOPSYS INC,7372,DE,CA,2002,,
883293,VALASSIS COMMUNICATIONS INC,7310,DE,MI,2002,,
883369,FIRST MORTGAGE CORP /CA/,6162,CA,CA,2002,,
883476,CRESCENT BANKING CO,6022,GA,GA,2002,,
883502,UMBRELLA BANCORP INC,6035,DE,IL,2002,,
883505,GLACIER WATER SERVICES INC,5960,DE,CA,2002,,
883521,ISP PUERTO RICO INC,2860,DE,PR,2002,,
883522,ISP ENVIRONMENTAL SERVICES INC,2860,DE,NJ,2002,,
883533,ISP INTERNATIONAL CORP,2860,DE,DE,2002,,
883534,ISP INVESTMENTS INC,2860,DE,DE,2002,,
883540,ISP REAL ESTATE CO INC,2860,DE,NJ,2002,,
883545,BLUEHALL INC,2860,DE,NJ,2002,,
883569,"Fossil Group, Inc.",3873,DE,TX,2013,,
883587,BISYS GROUP INC,7389,DE,NJ,2002,,
883670,LONE STAR STEAKHOUSE & SALOON INC,5812,DE,KS,2002,,
883697,REGEN BIOLOGICS INC,3841,DE,NJ,2002,,
883701,FINOVA GROUP INC,6153,DE,AZ,2002,,
883741,ZAMBA CORP,7370,DE,MN,2002,,
883758,GRAYSON BANKSHARES INC,6035,VAType,VA,2002,,
883787,3CI COMPLETE COMPLIANCE CORP,4955,DE,TX,2002,,
883813,CHRONIMED INC,5961,MN,MN,2002,,
883842,"Green St. Energy, Inc.",3679,DE,CA,2008,,
883902,"Cornerstone Building Brands, Inc.",3448,DE,NC,2019,,
883907,CURRENT TECHNOLOGY CORP,3845,,A1,2008,,
883943,CHRISTOPHER & BANKS CORP,5621,DE,MN,2002,,
883945,USA TRUCK INC,4213,DE,AR,2002,,
883948,Atlantic Union Bankshares Corp,6022,VA,VA,2019,,
883975,Microbot Medical Inc.,2836,DE,MA,2016,,
883976,RARE HOSPITALITY INTERNATIONAL INC,5812,GA,GA,2002,,
883977,CATALINA MARKETING CORP/DE,7311,DE,FL,2002,,
883979,POMEROY IT SOLUTIONS INC,5045,DE,KY,2004,,
883980,FIRST DATA CORP,6199,DE,NY,2002,,
883981,MORTONS RESTAURANT GROUP INC,5812,DE,IL,2004,,
883983,ELEVON INC,7372,DE,CA,2002,,
883984,ICU MEDICAL INC/DE,3841,DE,CA,2002,,
884064,OPTION CARE INC/DE,8082,DE,IL,2002,,
884124,GALEY & LORD INC,2211,DE,NY,2002,,
884130,CHROMCRAFT REVINGTON INC,2510,DE,IN,2002,,
884144,ASURE SOFTWARE INC,7373,DE,TX,2010,,
884217,TAILORED BRANDS INC,5600,,TX,2016,,
884219,VIAD CORP,7389,DE,AZ,2002,,
884269,ALPHA PRO TECH LTD,3842,DE,A6,2002,,
884363,"EVOLUTIONARY GENOMICS, INC.",8731,NV,CO,2015,,
884380,SEAWAY VALLEY CAPITAL CORP,7389,,NY,2008,,
884382,PRIMEDIA INC,2721,DE,2Q,2002,,
884497,MEDQUIST INC,7374,NJ,NJ,2002,,
884498,ADE CORP,3825,MA,MA,2002,,
884504,THERMOENERGY CORP,4955,AK,MA,2008,,
884614,UGI CORP /PA/,4932,PA,PA,2002,,
884624,Orthofix Medical Inc.,3841,,TX,2018,,
884629,"Actavis, Inc.",2834,NV,NJ,2012,,
884637,JPE INC,5013,MI,MI,2002,,
884647,NYER MEDICAL GROUP INC,5047,FL,MA,2002,,
884650,INFINITE GROUP INC,7370,DE,NY,2008,,
884713,COTT CORP /CN/,2086,,FL,2002,,
884719,FOCUS ENHANCEMENTS INC,3576,DE,CA,2003,,
884731,ARIAD PHARMACEUTICALS INC,2836,DE,MA,2002,,
884782,SLIPPERY ROCK FINANCIAL CORP,6021,PA,PA,2002,,
884847,MATRITECH INC/DE/,2835,DE,MA,2002,,
884887,ROYAL CARIBBEAN CRUISES LTD,4400,,FL,2004,,
884892,TNFG Corp,6211,IL,TX,2010,,
884905,PRAXAIR INC,2810,DE,CT,2002,,
884909,HOME DIAGNOSTICS INC,3841,DE,FL,2006,,
884940,STEIN MART INC,5651,FL,FL,2002,,
885073,PREVIO INC,7372,DE,CA,2002,,
885074,Aeon Global Health Corp.,8071,DE,GA,2018,,
885080,SIMULA INC,2531,AZ,AZ,2002,,
885245,BUCKLE INC,5651,NE,NE,2002,,
885259,TRANSKARYOTIC THERAPIES INC,2836,DE,MA,2002,,
885275,WILSON BANK HOLDING CO,6021,TN,TN,2002,,
885306,CYNOSURE INC,3845,,MA,2005,,
885307,JEWETT CAMERON TRADING CO LTD,5211,OR,OR,2002,,
885317,OPHTHALMIC IMAGING SYSTEMS,3841,CA,CA,2008,,
885322,ANCHOR BANCORP WISCONSIN INC,6036,WI,WI,2002,,
885462,"GULF RESOURCES, INC.",2800,DE,F4,2007,,
885475,Eco-Shift Power Corp.,7200,DE,A6,2013,,
885508,STRATUS PROPERTIES INC,6552,DE,TX,2002,,
885520,ALTERNATIVE TECHNOLOGY RESOURCES INC,7371,DE,CA,2002,,
885531,DENMARK BANCSHARES INC,6022,WI,WI,2002,,
885533,ELITE INFORMATION GROUP INC,7373,DE,CA,2002,,
885538,GREAT LAKES DREDGE & DOCK CORP,1600,DE,IL,2002,,
885542,PEOPLES BANCORPORATION INC /SC/,6021,SC,SC,2002,,
885546,TODAYS MAN INC,5600,PA,NJ,2002,,
885550,CREDIT ACCEPTANCE CORP,6141,MI,MI,2008,,
885551,VALENCE TECHNOLOGY INC,3690,DE,TX,2002,,
885568,OLD DOMINION ELECTRIC COOPERATIVE,4911,VA,VA,2002,,
885590,Bausch Health Companies Inc.,2834,NJ,A8,2018,,
885639,KOHLS Corp,5311,WI,WI,2011,,
885640,KRYSTAL COMPANY,5812,TN,TN,2002,,
885694,COVEST BANCSHARES INC,6021,DE,IL,2002,,
885708,NUVEEN INVESTMENTS INC,6211,DE,IL,2002,,
885716,VERONA INC,2860,DE,NJ,2002,,
885720,KENNEDY WILSON INC,6531,DE,CA,2002,,
885721,EXPRESS SCRIPTS INC,6411,DE,MO,2002,,
885725,BOSTON SCIENTIFIC CORP,3841,DE,MA,2002,,
885780,GLOBAL ENTERTAINMENT CORP,7900,NV,AZ,2008,,
885975,CINEMARK USA INC /TX,7830,TX,TX,2002,,
885978,U S PHYSICAL THERAPY INC /NV,8000,NV,TX,2002,,
885988,INTEGRAMED AMERICA INC,8011,DE,NY,2002,,
886035,GENERAL CABLE CORP /DE/,3357,DE,KY,2002,,
886046,ARROW INTERNATIONAL INC,3841,PA,PA,2002,,
886093,NUNZIA PHARMACEUTICAL Co,8741,UT,CA,2020,,
886128,FUELCELL ENERGY INC,3690,DE,CT,2002,,
886136,SAGA COMMUNICATIONS INC,4832,DE,MI,2002,,
886137,FINISH LINE INC /IN/,5661,IN,IN,2005,,
886158,BED BATH & BEYOND INC,5700,NY,NJ,2002,,
886163,LIGAND PHARMACEUTICALS INC,2834,DE,CA,2002,,
886171,UNIVERSAL HOSPITAL SERVICES INC,7350,MN,MN,2002,,
886206,FRANKLIN COVEY CO,2780,UT,UT,2002,,
886235,ASPECT MEDICAL SYSTEMS INC,3845,DE,MA,2002,,
886239,GRAPHIC PACKAGING CORP,2631,DE,GA,2003,,
886328,E DIGITAL CORP,3651,DE,CA,2002,,
886346,KADANT INC,3550,DE,MA,2002,,
886432,HEALTH FITNESS CORP /MN/,8090,MN,MN,2002,,
886475,"'mktg, inc.'",7310,DE,NY,2009,,
886530,DATATRAK INTERNATIONAL INC,8731,OH,OH,2002,,
886744,GERON CORP,2834,DE,CA,2005,,
886835,SUPERIOR ENERGY SERVICES INC,1389,DE,TX,2002,,
886903,KRONOS INC,7372,MA,MA,2002,,
886912,ZUNICOM INC,5065,TX,TX,2003,,
886982,GOLDMAN SACHS GROUP INC,6211,DE,NY,2008,,
887023,ENCYSIVE PHARMACEUTICALS INC,2834,DE,TX,2003,,
887136,CITIZENS FINANCIAL CORP /KY/,6321,KY,KY,2002,,
887137,DIACRIN INC /DE/,2836,DE,MA,2002,,
887149,CROGHAN BANCSHARES INC,6022,OH,OH,2002,,
887150,HAMPSHIRE GROUP LTD,2253,DE,SC,2002,,
887151,Capstone Therapeutics Corp.,2834,DE,AZ,2010,,
887226,PERCEPTRON INC/MI,3827,MI,MI,2002,,
887227,CHOLESTECH CORPORATION,3845,CA,CA,2002,,
887247,Adamis Pharmaceuticals Corp,2834,CA,CA,2008,,
887343,"COLUMBIA BANKING SYSTEM, INC.",6022,WA,WA,2019,,
887359,Vericel Corp,2836,MI,MA,2014,,
887396,EMPIRE PETROLEUM CORP,1311,DE,OK,2008,,
887403,DAISYTEK INTERNATIONAL CORPORATION /DE/,5110,DE,TX,2002,,
887424,SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND XI-A LP,1311,DE,TX,2002,,
887425,SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND XI-B LP,1311,DE,TX,2002,,
887426,SOUTHWEST ROYALTIES INSTITUTIONAL INCOME FUND X-C LP,1311,DE,TX,2002,,
887433,AMPEX CORP /DE/,3663,DE,CA,2002,,
887438,SOUTHWEST OIL & GAS INCOME FUND XI-A LP,1311,DE,TX,2002,,
887497,HI TECH PHARMACAL CO INC,2834,NY,NY,2002,,
887508,CMC SECURITIES CORP III,6189,DE,TX,2002,,
887568,ZOLL MEDICAL CORP,3845,MA,MA,2005,,
887591,FIBERMARK INC,2631,DE,VT,2002,,
887596,CHEESECAKE FACTORY INC,5812,DE,CA,2008,,
887617,AMERICAN EXPRESS RECEIVABLES FINANCING CORP,6189,DE,NY,2002,,
887637,RAILAMERICA INC /DE,4011,DE,FL,2002,,
887708,CARACO PHARMACEUTICAL LABORATORIES LTD,2834,MI,MI,2004,,
887730,KEMET CORP,3670,DE,FL,2002,,
887733,CENTRAL GARDEN & PET CO,5190,DE,CA,2005,,
887757,OCCUPATIONAL HEALTH & REHABILITATION INC,8000,DE,MA,2002,,
887905,LTC PROPERTIES INC,6798,MD,CA,2002,,
887919,PREMIER FINANCIAL BANCORP INC,6022,KY,WV,2002,,
887921,REVLON INC /DE/,2844,DE,NY,2002,,
887936,"FTI CONSULTING, INC",8742,MD,DC,2019,,
887969,MRV COMMUNICATIONS INC,3674,DE,CA,2002,,
888002,AXA FINANCIAL INC,6311,DE,NY,2009,,
888028,NETPLEX GROUP INC,7372,NY,VA,2002,,
888165,INTERACTIVE DATA CORP/MA/,6200,DE,MA,2002,,
888228,KINDER MORGAN ENERGY PARTNERS L P,4610,DE,TX,2002,,
888239,GEODYNE INSTITUTIONAL PENSION ENERGY INC LTD PARTNERSHIP P-8,1311,OK,OK,2002,,
888240,GEODYNE INSTITUTIONAL PENSION ENERGY INC LTD PARTNERSHIP P-7,1311,OK,OK,2002,,
888358,NOVADIGM INC,7372,DE,NJ,2002,,
888455,PETCO ANIMAL SUPPLIES INC,5990,DE,CA,2002,,
888471,NESTOR PARTNERS,6221,NJ,CT,2004,,
888491,OMEGA HEALTHCARE INVESTORS INC,6798,MD,MD,2002,,
888507,PRESIDENT CASINOS INC,7990,DE,MO,2002,,
888693,ISCO INTERNATIONAL INC,3825,DE,IL,2002,,
888702,"COUPON EXPRESS, INC.",7389,NV,NY,2012,,
888711,EPRESENCE INC,7373,MA,MA,2002,,
888719,China Lithium Technologies Inc.,3690,,NY,2010,,
888747,HILFIGER TOMMY CORP,2320,,K3,2002,,
888793,FIDELITY NATIONAL INFORMATION SOLUTIONS INC,7389,DE,CA,2002,,
888914,D & K HEALTHCARE RESOURCES INC,5122,DE,MO,2002,,
888919,HCC INSURANCE HOLDINGS INC/DE/,6331,DE,TX,2002,,
888953,ONLINE RESOURCES CORP,7389,DE,VA,2002,,
888981,NOCOPI TECHNOLOGIES INC/MD/,3944,MD,PA,2008,,
889005,WESTPORT RESOURCES CORP /NV/,1311,NV,OK,2002,,
889057,TULARIK INC,2834,DE,CA,2002,,
889123,REDWOOD MORTGAGE INVESTORS VIII,6500,CA,CA,2002,,
889156,ALLBRITTON COMMUNICATIONS CO,4833,DE,VA,2002,,
889331,LITTELFUSE INC /DE,3613,DE,IL,2002,,
889348,CPI AEROSTRUCTURES INC,3728,NY,NY,2005,,
889423,SATCON TECHNOLOGY CORP,3674,DE,MA,2002,,
889428,"Pathfinder Cell Therapy, Inc.",3842,DE,MA,2011,,
889472,DYNEX SECURITIES CORP,6189,VA,VA,2002,,
889570,UNITED ARTISTS THEATRE CIRCUIT INC /MD/,7830,MD,CO,2002,,
889609,"CONSUMER PORTFOLIO SERVICES, INC.",6199,CA,CA,2020,,
889668,DEERE JOHN RECEIVABLES INC,6189,DE,NV,2002,,
889900,PATTERSON UTI ENERGY INC,1381,DE,TX,2002,,
